,Rank,Step,Value,Metric,Type,Agent
13799,1,2450,0.9072265625,Accuracy,Reconstruction,B
13803,1,2500,0.9091796875,Accuracy,Reconstruction,B
13807,1,2550,0.9111328125,Accuracy,Reconstruction,B
13811,1,2600,0.90869140625,Accuracy,Reconstruction,B
13815,1,2650,0.89794921875,Accuracy,Reconstruction,B
13819,1,2700,0.917724609375,Accuracy,Reconstruction,B
13823,1,2750,0.904541015625,Accuracy,Reconstruction,B
13827,1,2800,0.89892578125,Accuracy,Reconstruction,B
13831,1,2850,0.908203125,Accuracy,Reconstruction,B
13835,1,2900,0.9091796875,Accuracy,Reconstruction,B
13839,1,2950,0.91162109375,Accuracy,Reconstruction,B
13843,1,3000,0.8994140625,Accuracy,Reconstruction,B
13847,1,3050,0.913818359375,Accuracy,Reconstruction,B
13851,1,3100,0.904296875,Accuracy,Reconstruction,B
13855,1,3150,0.906005859375,Accuracy,Reconstruction,B
13859,1,3200,0.906494140625,Accuracy,Reconstruction,B
13863,1,3250,0.90625,Accuracy,Reconstruction,B
13867,1,3300,0.9140625,Accuracy,Reconstruction,B
13871,1,3350,0.916259765625,Accuracy,Reconstruction,B
13875,1,3400,0.9140625,Accuracy,Reconstruction,B
13879,1,3450,0.912353515625,Accuracy,Reconstruction,B
13883,1,3500,0.915283203125,Accuracy,Reconstruction,B
13887,1,3550,0.91064453125,Accuracy,Reconstruction,B
13891,1,3600,0.90234375,Accuracy,Reconstruction,B
13895,1,3650,0.92431640625,Accuracy,Reconstruction,B
13899,1,3700,0.90380859375,Accuracy,Reconstruction,B
13903,1,3750,0.908447265625,Accuracy,Reconstruction,B
13907,1,3800,0.91259765625,Accuracy,Reconstruction,B
13911,1,3850,0.913330078125,Accuracy,Reconstruction,B
13915,1,3900,0.904541015625,Accuracy,Reconstruction,B
13919,1,3950,0.90576171875,Accuracy,Reconstruction,B
13923,1,4000,0.91455078125,Accuracy,Reconstruction,B
13927,1,4050,0.915283203125,Accuracy,Reconstruction,B
13931,1,4100,0.91357421875,Accuracy,Reconstruction,B
13935,1,4150,0.91064453125,Accuracy,Reconstruction,B
13939,1,4200,0.911865234375,Accuracy,Reconstruction,B
13943,1,4250,0.91357421875,Accuracy,Reconstruction,B
13947,1,4300,0.90771484375,Accuracy,Reconstruction,B
13951,1,4350,0.91259765625,Accuracy,Reconstruction,B
13955,1,4400,0.910888671875,Accuracy,Reconstruction,B
13959,1,4450,0.914306640625,Accuracy,Reconstruction,B
13963,1,4500,0.914794921875,Accuracy,Reconstruction,B
13967,1,4550,0.917236328125,Accuracy,Reconstruction,B
13971,1,4600,0.919677734375,Accuracy,Reconstruction,B
13975,1,4650,0.917236328125,Accuracy,Reconstruction,B
13979,1,4700,0.90966796875,Accuracy,Reconstruction,B
13983,1,4750,0.9150390625,Accuracy,Reconstruction,B
13987,1,4800,0.918212890625,Accuracy,Reconstruction,B
13991,1,4850,0.91455078125,Accuracy,Reconstruction,B
13995,1,4900,0.916015625,Accuracy,Reconstruction,B
13999,1,4950,0.9111328125,Accuracy,Reconstruction,B
14003,1,0,0.098876953125,Accuracy,Reconstruction,C
14007,1,50,0.764404296875,Accuracy,Reconstruction,C
14011,1,100,0.834716796875,Accuracy,Reconstruction,C
14015,1,150,0.864013671875,Accuracy,Reconstruction,C
14019,1,200,0.877685546875,Accuracy,Reconstruction,C
14023,1,250,0.86767578125,Accuracy,Reconstruction,C
14027,1,300,0.887451171875,Accuracy,Reconstruction,C
14031,1,350,0.881103515625,Accuracy,Reconstruction,C
14035,1,400,0.90087890625,Accuracy,Reconstruction,C
14039,1,450,0.887939453125,Accuracy,Reconstruction,C
14043,1,500,0.89208984375,Accuracy,Reconstruction,C
14047,1,550,0.894775390625,Accuracy,Reconstruction,C
14051,1,600,0.9091796875,Accuracy,Reconstruction,C
14055,1,650,0.899169921875,Accuracy,Reconstruction,C
14059,1,700,0.8984375,Accuracy,Reconstruction,C
14063,1,750,0.891845703125,Accuracy,Reconstruction,C
14067,1,800,0.905029296875,Accuracy,Reconstruction,C
14071,1,850,0.899658203125,Accuracy,Reconstruction,C
14075,1,900,0.90576171875,Accuracy,Reconstruction,C
14079,1,950,0.90771484375,Accuracy,Reconstruction,C
14083,1,1000,0.8994140625,Accuracy,Reconstruction,C
14087,1,1050,0.91015625,Accuracy,Reconstruction,C
14091,1,1100,0.90966796875,Accuracy,Reconstruction,C
14095,1,1150,0.905517578125,Accuracy,Reconstruction,C
14099,1,1200,0.909423828125,Accuracy,Reconstruction,C
14103,1,1250,0.9091796875,Accuracy,Reconstruction,C
14107,1,1300,0.9052734375,Accuracy,Reconstruction,C
14111,1,1350,0.903564453125,Accuracy,Reconstruction,C
14115,1,1400,0.907958984375,Accuracy,Reconstruction,C
14119,1,1450,0.91162109375,Accuracy,Reconstruction,C
14123,1,1500,0.904052734375,Accuracy,Reconstruction,C
14127,1,1550,0.90625,Accuracy,Reconstruction,C
14131,1,1600,0.9072265625,Accuracy,Reconstruction,C
14135,1,1650,0.911376953125,Accuracy,Reconstruction,C
14139,1,1700,0.91259765625,Accuracy,Reconstruction,C
14143,1,1750,0.910888671875,Accuracy,Reconstruction,C
14147,1,1800,0.911865234375,Accuracy,Reconstruction,C
14151,1,1850,0.911376953125,Accuracy,Reconstruction,C
14155,1,1900,0.913330078125,Accuracy,Reconstruction,C
14159,1,1950,0.915771484375,Accuracy,Reconstruction,C
14163,1,2000,0.9130859375,Accuracy,Reconstruction,C
14167,1,2050,0.913330078125,Accuracy,Reconstruction,C
14171,1,2100,0.91845703125,Accuracy,Reconstruction,C
14175,1,2150,0.909912109375,Accuracy,Reconstruction,C
14179,1,2200,0.92041015625,Accuracy,Reconstruction,C
14183,1,2250,0.917236328125,Accuracy,Reconstruction,C
14187,1,2300,0.917724609375,Accuracy,Reconstruction,C
14191,1,2350,0.92041015625,Accuracy,Reconstruction,C
14195,1,2400,0.908447265625,Accuracy,Reconstruction,C
14199,1,2450,0.9111328125,Accuracy,Reconstruction,C
14203,1,2500,0.92041015625,Accuracy,Reconstruction,C
14207,1,2550,0.9140625,Accuracy,Reconstruction,C
14211,1,2600,0.914306640625,Accuracy,Reconstruction,C
14215,1,2650,0.919677734375,Accuracy,Reconstruction,C
14219,1,2700,0.910400390625,Accuracy,Reconstruction,C
14223,1,2750,0.92529296875,Accuracy,Reconstruction,C
14227,1,2800,0.931640625,Accuracy,Reconstruction,C
14231,1,2850,0.91748046875,Accuracy,Reconstruction,C
14235,1,2900,0.915283203125,Accuracy,Reconstruction,C
14239,1,2950,0.9150390625,Accuracy,Reconstruction,C
14243,1,3000,0.915771484375,Accuracy,Reconstruction,C
14247,1,3050,0.923828125,Accuracy,Reconstruction,C
14251,1,3100,0.916748046875,Accuracy,Reconstruction,C
14255,1,3150,0.912109375,Accuracy,Reconstruction,C
14259,1,3200,0.910400390625,Accuracy,Reconstruction,C
14263,1,3250,0.916015625,Accuracy,Reconstruction,C
14267,1,3300,0.925048828125,Accuracy,Reconstruction,C
14271,1,3350,0.919921875,Accuracy,Reconstruction,C
14275,1,3400,0.9248046875,Accuracy,Reconstruction,C
14279,1,3450,0.922607421875,Accuracy,Reconstruction,C
14283,1,3500,0.921630859375,Accuracy,Reconstruction,C
14287,1,3550,0.929443359375,Accuracy,Reconstruction,C
14291,1,3600,0.9208984375,Accuracy,Reconstruction,C
14295,1,3650,0.927001953125,Accuracy,Reconstruction,C
14299,1,3700,0.916748046875,Accuracy,Reconstruction,C
14303,1,3750,0.923828125,Accuracy,Reconstruction,C
14307,1,3800,0.92431640625,Accuracy,Reconstruction,C
14311,1,3850,0.92138671875,Accuracy,Reconstruction,C
14315,1,3900,0.926513671875,Accuracy,Reconstruction,C
14319,1,3950,0.922119140625,Accuracy,Reconstruction,C
14323,1,4000,0.919921875,Accuracy,Reconstruction,C
14327,1,4050,0.927734375,Accuracy,Reconstruction,C
14331,1,4100,0.925048828125,Accuracy,Reconstruction,C
14335,1,4150,0.91796875,Accuracy,Reconstruction,C
14339,1,4200,0.92431640625,Accuracy,Reconstruction,C
14343,1,4250,0.922607421875,Accuracy,Reconstruction,C
14347,1,4300,0.92919921875,Accuracy,Reconstruction,C
14351,1,4350,0.927490234375,Accuracy,Reconstruction,C
14355,1,4400,0.921142578125,Accuracy,Reconstruction,C
14359,1,4450,0.9208984375,Accuracy,Reconstruction,C
14363,1,4500,0.925048828125,Accuracy,Reconstruction,C
14367,1,4550,0.929931640625,Accuracy,Reconstruction,C
14371,1,4600,0.92138671875,Accuracy,Reconstruction,C
14375,1,4650,0.92822265625,Accuracy,Reconstruction,C
14379,1,4700,0.924560546875,Accuracy,Reconstruction,C
14383,1,4750,0.917724609375,Accuracy,Reconstruction,C
14387,1,4800,0.91943359375,Accuracy,Reconstruction,C
14391,1,4850,0.923828125,Accuracy,Reconstruction,C
14395,1,4900,0.934326171875,Accuracy,Reconstruction,C
14399,1,4950,0.92041015625,Accuracy,Reconstruction,C
14403,2,0,0.158203125,Accuracy,Reconstruction,baseline
14407,2,50,0.719482421875,Accuracy,Reconstruction,baseline
14411,2,100,0.86376953125,Accuracy,Reconstruction,baseline
14415,2,150,0.89111328125,Accuracy,Reconstruction,baseline
14419,2,200,0.9033203125,Accuracy,Reconstruction,baseline
14423,2,250,0.9033203125,Accuracy,Reconstruction,baseline
14427,2,300,0.915771484375,Accuracy,Reconstruction,baseline
14431,2,350,0.9296875,Accuracy,Reconstruction,baseline
14435,2,400,0.931884765625,Accuracy,Reconstruction,baseline
14439,2,450,0.931396484375,Accuracy,Reconstruction,baseline
14443,2,500,0.943603515625,Accuracy,Reconstruction,baseline
14447,2,550,0.93798828125,Accuracy,Reconstruction,baseline
14451,2,600,0.938720703125,Accuracy,Reconstruction,baseline
14455,2,650,0.947021484375,Accuracy,Reconstruction,baseline
14459,2,700,0.9423828125,Accuracy,Reconstruction,baseline
14463,2,750,0.9560546875,Accuracy,Reconstruction,baseline
14467,2,800,0.950927734375,Accuracy,Reconstruction,baseline
14471,2,850,0.947998046875,Accuracy,Reconstruction,baseline
14475,2,900,0.951171875,Accuracy,Reconstruction,baseline
14479,2,950,0.956298828125,Accuracy,Reconstruction,baseline
14483,2,1000,0.95458984375,Accuracy,Reconstruction,baseline
14487,2,1050,0.95947265625,Accuracy,Reconstruction,baseline
14491,2,1100,0.961669921875,Accuracy,Reconstruction,baseline
14495,2,1150,0.959716796875,Accuracy,Reconstruction,baseline
14499,2,1200,0.9599609375,Accuracy,Reconstruction,baseline
14503,2,1250,0.963134765625,Accuracy,Reconstruction,baseline
14507,2,1300,0.97119140625,Accuracy,Reconstruction,baseline
14511,2,1350,0.9677734375,Accuracy,Reconstruction,baseline
14515,2,1400,0.967041015625,Accuracy,Reconstruction,baseline
14519,2,1450,0.966552734375,Accuracy,Reconstruction,baseline
14523,2,1500,0.9658203125,Accuracy,Reconstruction,baseline
14527,2,1550,0.963134765625,Accuracy,Reconstruction,baseline
14531,2,1600,0.971923828125,Accuracy,Reconstruction,baseline
14535,2,1650,0.96728515625,Accuracy,Reconstruction,baseline
14539,2,1700,0.96630859375,Accuracy,Reconstruction,baseline
14543,2,1750,0.9716796875,Accuracy,Reconstruction,baseline
14547,2,1800,0.970458984375,Accuracy,Reconstruction,baseline
14551,2,1850,0.9638671875,Accuracy,Reconstruction,baseline
14555,2,1900,0.971923828125,Accuracy,Reconstruction,baseline
14559,2,1950,0.969970703125,Accuracy,Reconstruction,baseline
14563,2,2000,0.97119140625,Accuracy,Reconstruction,baseline
14567,2,2050,0.969482421875,Accuracy,Reconstruction,baseline
14571,2,2100,0.972900390625,Accuracy,Reconstruction,baseline
14575,2,2150,0.972412109375,Accuracy,Reconstruction,baseline
14579,2,2200,0.968505859375,Accuracy,Reconstruction,baseline
14583,2,2250,0.975830078125,Accuracy,Reconstruction,baseline
14587,2,2300,0.974365234375,Accuracy,Reconstruction,baseline
14591,2,2350,0.975341796875,Accuracy,Reconstruction,baseline
14595,2,2400,0.9736328125,Accuracy,Reconstruction,baseline
14599,2,2450,0.9716796875,Accuracy,Reconstruction,baseline
14603,2,2500,0.975341796875,Accuracy,Reconstruction,baseline
14607,2,2550,0.9794921875,Accuracy,Reconstruction,baseline
14611,2,2600,0.978515625,Accuracy,Reconstruction,baseline
14615,2,2650,0.97509765625,Accuracy,Reconstruction,baseline
14619,2,2700,0.97412109375,Accuracy,Reconstruction,baseline
14623,2,2750,0.975830078125,Accuracy,Reconstruction,baseline
14627,2,2800,0.976318359375,Accuracy,Reconstruction,baseline
14631,2,2850,0.9755859375,Accuracy,Reconstruction,baseline
14635,2,2900,0.978759765625,Accuracy,Reconstruction,baseline
14639,2,2950,0.981201171875,Accuracy,Reconstruction,baseline
14643,2,3000,0.972412109375,Accuracy,Reconstruction,baseline
14647,2,3050,0.977783203125,Accuracy,Reconstruction,baseline
14651,2,3100,0.98046875,Accuracy,Reconstruction,baseline
14655,2,3150,0.978759765625,Accuracy,Reconstruction,baseline
14659,2,3200,0.9775390625,Accuracy,Reconstruction,baseline
14663,2,3250,0.97802734375,Accuracy,Reconstruction,baseline
14667,2,3300,0.978271484375,Accuracy,Reconstruction,baseline
14671,2,3350,0.975830078125,Accuracy,Reconstruction,baseline
14675,2,3400,0.975830078125,Accuracy,Reconstruction,baseline
14679,2,3450,0.975830078125,Accuracy,Reconstruction,baseline
14683,2,3500,0.97998046875,Accuracy,Reconstruction,baseline
14687,2,3550,0.981201171875,Accuracy,Reconstruction,baseline
14691,2,3600,0.974853515625,Accuracy,Reconstruction,baseline
14695,2,3650,0.97802734375,Accuracy,Reconstruction,baseline
14699,2,3700,0.978759765625,Accuracy,Reconstruction,baseline
14703,2,3750,0.979248046875,Accuracy,Reconstruction,baseline
14707,2,3800,0.9833984375,Accuracy,Reconstruction,baseline
14711,2,3850,0.979736328125,Accuracy,Reconstruction,baseline
14715,2,3900,0.979248046875,Accuracy,Reconstruction,baseline
14719,2,3950,0.98193359375,Accuracy,Reconstruction,baseline
14723,2,4000,0.9794921875,Accuracy,Reconstruction,baseline
14727,2,4050,0.98291015625,Accuracy,Reconstruction,baseline
14731,2,4100,0.9794921875,Accuracy,Reconstruction,baseline
14735,2,4150,0.981689453125,Accuracy,Reconstruction,baseline
14739,2,4200,0.988037109375,Accuracy,Reconstruction,baseline
14743,2,4250,0.98583984375,Accuracy,Reconstruction,baseline
14747,2,4300,0.982421875,Accuracy,Reconstruction,baseline
14751,2,4350,0.983642578125,Accuracy,Reconstruction,baseline
14755,2,4400,0.983154296875,Accuracy,Reconstruction,baseline
14759,2,4450,0.98046875,Accuracy,Reconstruction,baseline
14763,2,4500,0.984375,Accuracy,Reconstruction,baseline
14767,2,4550,0.9833984375,Accuracy,Reconstruction,baseline
14771,2,4600,0.982666015625,Accuracy,Reconstruction,baseline
14775,2,4650,0.9814453125,Accuracy,Reconstruction,baseline
14779,2,4700,0.982177734375,Accuracy,Reconstruction,baseline
14783,2,4750,0.98486328125,Accuracy,Reconstruction,baseline
14787,2,4800,0.982177734375,Accuracy,Reconstruction,baseline
14791,2,4850,0.981201171875,Accuracy,Reconstruction,baseline
14795,2,4900,0.985107421875,Accuracy,Reconstruction,baseline
14799,2,4950,0.978759765625,Accuracy,Reconstruction,baseline
14803,2,0,0.1083984375,Accuracy,Reconstruction,A
14807,2,50,0.69970703125,Accuracy,Reconstruction,A
14811,2,100,0.840576171875,Accuracy,Reconstruction,A
14815,2,150,0.864013671875,Accuracy,Reconstruction,A
14819,2,200,0.872314453125,Accuracy,Reconstruction,A
14823,2,250,0.8720703125,Accuracy,Reconstruction,A
14827,2,300,0.86669921875,Accuracy,Reconstruction,A
14831,2,350,0.87744140625,Accuracy,Reconstruction,A
14835,2,400,0.884033203125,Accuracy,Reconstruction,A
14839,2,450,0.879150390625,Accuracy,Reconstruction,A
14843,2,500,0.891845703125,Accuracy,Reconstruction,A
14847,2,550,0.889404296875,Accuracy,Reconstruction,A
14851,2,600,0.89013671875,Accuracy,Reconstruction,A
14855,2,650,0.897705078125,Accuracy,Reconstruction,A
14859,2,700,0.90234375,Accuracy,Reconstruction,A
14863,2,750,0.8935546875,Accuracy,Reconstruction,A
14867,2,800,0.89501953125,Accuracy,Reconstruction,A
14871,2,850,0.8984375,Accuracy,Reconstruction,A
14875,2,900,0.89794921875,Accuracy,Reconstruction,A
14879,2,950,0.904052734375,Accuracy,Reconstruction,A
14883,2,1000,0.906005859375,Accuracy,Reconstruction,A
14887,2,1050,0.89990234375,Accuracy,Reconstruction,A
14891,2,1100,0.911376953125,Accuracy,Reconstruction,A
14895,2,1150,0.90625,Accuracy,Reconstruction,A
14899,2,1200,0.8974609375,Accuracy,Reconstruction,A
14903,2,1250,0.91259765625,Accuracy,Reconstruction,A
14907,2,1300,0.9013671875,Accuracy,Reconstruction,A
14911,2,1350,0.903564453125,Accuracy,Reconstruction,A
14915,2,1400,0.913818359375,Accuracy,Reconstruction,A
14919,2,1450,0.903564453125,Accuracy,Reconstruction,A
14923,2,1500,0.906005859375,Accuracy,Reconstruction,A
14927,2,1550,0.906494140625,Accuracy,Reconstruction,A
14931,2,1600,0.91015625,Accuracy,Reconstruction,A
14935,2,1650,0.91357421875,Accuracy,Reconstruction,A
14939,2,1700,0.91357421875,Accuracy,Reconstruction,A
14943,2,1750,0.9052734375,Accuracy,Reconstruction,A
14947,2,1800,0.9111328125,Accuracy,Reconstruction,A
14951,2,1850,0.9091796875,Accuracy,Reconstruction,A
14955,2,1900,0.911865234375,Accuracy,Reconstruction,A
14959,2,1950,0.9072265625,Accuracy,Reconstruction,A
14963,2,2000,0.90771484375,Accuracy,Reconstruction,A
14967,2,2050,0.922607421875,Accuracy,Reconstruction,A
14971,2,2100,0.908203125,Accuracy,Reconstruction,A
14975,2,2150,0.91748046875,Accuracy,Reconstruction,A
14979,2,2200,0.9169921875,Accuracy,Reconstruction,A
14983,2,2250,0.919677734375,Accuracy,Reconstruction,A
14987,2,2300,0.912109375,Accuracy,Reconstruction,A
14991,2,2350,0.9169921875,Accuracy,Reconstruction,A
14995,2,2400,0.916748046875,Accuracy,Reconstruction,A
14999,2,2450,0.912109375,Accuracy,Reconstruction,A
15003,2,2500,0.912353515625,Accuracy,Reconstruction,A
15007,2,2550,0.9140625,Accuracy,Reconstruction,A
15011,2,2600,0.91943359375,Accuracy,Reconstruction,A
15015,2,2650,0.91650390625,Accuracy,Reconstruction,A
15019,2,2700,0.91455078125,Accuracy,Reconstruction,A
15023,2,2750,0.916748046875,Accuracy,Reconstruction,A
15027,2,2800,0.9228515625,Accuracy,Reconstruction,A
15031,2,2850,0.921875,Accuracy,Reconstruction,A
15035,2,2900,0.91650390625,Accuracy,Reconstruction,A
15039,2,2950,0.9150390625,Accuracy,Reconstruction,A
15043,2,3000,0.919677734375,Accuracy,Reconstruction,A
15047,2,3050,0.910400390625,Accuracy,Reconstruction,A
15051,2,3100,0.91748046875,Accuracy,Reconstruction,A
15055,2,3150,0.925048828125,Accuracy,Reconstruction,A
15059,2,3200,0.923583984375,Accuracy,Reconstruction,A
15063,2,3250,0.919677734375,Accuracy,Reconstruction,A
15067,2,3300,0.921630859375,Accuracy,Reconstruction,A
15071,2,3350,0.919189453125,Accuracy,Reconstruction,A
15075,2,3400,0.919921875,Accuracy,Reconstruction,A
15079,2,3450,0.92431640625,Accuracy,Reconstruction,A
15083,2,3500,0.919921875,Accuracy,Reconstruction,A
15087,2,3550,0.92529296875,Accuracy,Reconstruction,A
15091,2,3600,0.922607421875,Accuracy,Reconstruction,A
15095,2,3650,0.92138671875,Accuracy,Reconstruction,A
15099,2,3700,0.919189453125,Accuracy,Reconstruction,A
15103,2,3750,0.91943359375,Accuracy,Reconstruction,A
15107,2,3800,0.92333984375,Accuracy,Reconstruction,A
15111,2,3850,0.918212890625,Accuracy,Reconstruction,A
15115,2,3900,0.921875,Accuracy,Reconstruction,A
15119,2,3950,0.915771484375,Accuracy,Reconstruction,A
15123,2,4000,0.924560546875,Accuracy,Reconstruction,A
15127,2,4050,0.923095703125,Accuracy,Reconstruction,A
15131,2,4100,0.923095703125,Accuracy,Reconstruction,A
15135,2,4150,0.926513671875,Accuracy,Reconstruction,A
15139,2,4200,0.921630859375,Accuracy,Reconstruction,A
15143,2,4250,0.924560546875,Accuracy,Reconstruction,A
15147,2,4300,0.919921875,Accuracy,Reconstruction,A
15151,2,4350,0.921875,Accuracy,Reconstruction,A
15155,2,4400,0.920654296875,Accuracy,Reconstruction,A
15159,2,4450,0.9267578125,Accuracy,Reconstruction,A
15163,2,4500,0.919677734375,Accuracy,Reconstruction,A
15167,2,4550,0.922607421875,Accuracy,Reconstruction,A
15171,2,4600,0.9287109375,Accuracy,Reconstruction,A
15175,2,4650,0.927978515625,Accuracy,Reconstruction,A
15179,2,4700,0.926025390625,Accuracy,Reconstruction,A
15183,2,4750,0.920654296875,Accuracy,Reconstruction,A
15187,2,4800,0.921875,Accuracy,Reconstruction,A
15191,2,4850,0.925537109375,Accuracy,Reconstruction,A
15195,2,4900,0.92529296875,Accuracy,Reconstruction,A
15199,2,4950,0.91650390625,Accuracy,Reconstruction,A
15203,2,0,0.093505859375,Accuracy,Reconstruction,B
15207,2,50,0.71875,Accuracy,Reconstruction,B
15211,2,100,0.818115234375,Accuracy,Reconstruction,B
15215,2,150,0.869140625,Accuracy,Reconstruction,B
15219,2,200,0.873291015625,Accuracy,Reconstruction,B
15223,2,250,0.86376953125,Accuracy,Reconstruction,B
15227,2,300,0.8671875,Accuracy,Reconstruction,B
15231,2,350,0.8671875,Accuracy,Reconstruction,B
15235,2,400,0.865478515625,Accuracy,Reconstruction,B
15239,2,450,0.868408203125,Accuracy,Reconstruction,B
15243,2,500,0.888671875,Accuracy,Reconstruction,B
15247,2,550,0.874755859375,Accuracy,Reconstruction,B
15251,2,600,0.879150390625,Accuracy,Reconstruction,B
15255,2,650,0.8837890625,Accuracy,Reconstruction,B
15259,2,700,0.878173828125,Accuracy,Reconstruction,B
15263,2,750,0.8818359375,Accuracy,Reconstruction,B
15267,2,800,0.88037109375,Accuracy,Reconstruction,B
15271,2,850,0.87841796875,Accuracy,Reconstruction,B
15275,2,900,0.895751953125,Accuracy,Reconstruction,B
15279,2,950,0.8974609375,Accuracy,Reconstruction,B
15283,2,1000,0.892822265625,Accuracy,Reconstruction,B
15287,2,1050,0.896728515625,Accuracy,Reconstruction,B
15291,2,1100,0.898193359375,Accuracy,Reconstruction,B
15295,2,1150,0.8984375,Accuracy,Reconstruction,B
15299,2,1200,0.896484375,Accuracy,Reconstruction,B
15303,2,1250,0.89306640625,Accuracy,Reconstruction,B
15307,2,1300,0.89453125,Accuracy,Reconstruction,B
15311,2,1350,0.896240234375,Accuracy,Reconstruction,B
15315,2,1400,0.89404296875,Accuracy,Reconstruction,B
15319,2,1450,0.892578125,Accuracy,Reconstruction,B
15323,2,1500,0.90283203125,Accuracy,Reconstruction,B
15327,2,1550,0.89794921875,Accuracy,Reconstruction,B
15331,2,1600,0.9013671875,Accuracy,Reconstruction,B
15335,2,1650,0.899658203125,Accuracy,Reconstruction,B
15339,2,1700,0.89990234375,Accuracy,Reconstruction,B
15343,2,1750,0.8984375,Accuracy,Reconstruction,B
15347,2,1800,0.904296875,Accuracy,Reconstruction,B
15351,2,1850,0.91015625,Accuracy,Reconstruction,B
15355,2,1900,0.896240234375,Accuracy,Reconstruction,B
15359,2,1950,0.90869140625,Accuracy,Reconstruction,B
15363,2,2000,0.90380859375,Accuracy,Reconstruction,B
15367,2,2050,0.90478515625,Accuracy,Reconstruction,B
15371,2,2100,0.897705078125,Accuracy,Reconstruction,B
15375,2,2150,0.894775390625,Accuracy,Reconstruction,B
15379,2,2200,0.90869140625,Accuracy,Reconstruction,B
15383,2,2250,0.904541015625,Accuracy,Reconstruction,B
15387,2,2300,0.90771484375,Accuracy,Reconstruction,B
15391,2,2350,0.8984375,Accuracy,Reconstruction,B
15395,2,2400,0.909912109375,Accuracy,Reconstruction,B
15399,2,2450,0.909423828125,Accuracy,Reconstruction,B
15403,2,2500,0.90576171875,Accuracy,Reconstruction,B
15407,2,2550,0.90673828125,Accuracy,Reconstruction,B
15411,2,2600,0.90478515625,Accuracy,Reconstruction,B
15415,2,2650,0.90966796875,Accuracy,Reconstruction,B
15419,2,2700,0.905029296875,Accuracy,Reconstruction,B
15423,2,2750,0.9052734375,Accuracy,Reconstruction,B
15427,2,2800,0.907958984375,Accuracy,Reconstruction,B
15431,2,2850,0.90625,Accuracy,Reconstruction,B
15435,2,2900,0.91552734375,Accuracy,Reconstruction,B
15439,2,2950,0.91455078125,Accuracy,Reconstruction,B
15443,2,3000,0.907958984375,Accuracy,Reconstruction,B
15447,2,3050,0.90869140625,Accuracy,Reconstruction,B
15451,2,3100,0.89990234375,Accuracy,Reconstruction,B
15455,2,3150,0.91748046875,Accuracy,Reconstruction,B
15459,2,3200,0.904052734375,Accuracy,Reconstruction,B
15463,2,3250,0.91064453125,Accuracy,Reconstruction,B
15467,2,3300,0.916748046875,Accuracy,Reconstruction,B
15471,2,3350,0.916015625,Accuracy,Reconstruction,B
15475,2,3400,0.9150390625,Accuracy,Reconstruction,B
15479,2,3450,0.903076171875,Accuracy,Reconstruction,B
15483,2,3500,0.916748046875,Accuracy,Reconstruction,B
15487,2,3550,0.905517578125,Accuracy,Reconstruction,B
15491,2,3600,0.91357421875,Accuracy,Reconstruction,B
15495,2,3650,0.909423828125,Accuracy,Reconstruction,B
15499,2,3700,0.911376953125,Accuracy,Reconstruction,B
15503,2,3750,0.907470703125,Accuracy,Reconstruction,B
15507,2,3800,0.911865234375,Accuracy,Reconstruction,B
15511,2,3850,0.912841796875,Accuracy,Reconstruction,B
15515,2,3900,0.916259765625,Accuracy,Reconstruction,B
15519,2,3950,0.912109375,Accuracy,Reconstruction,B
15523,2,4000,0.91455078125,Accuracy,Reconstruction,B
15527,2,4050,0.91748046875,Accuracy,Reconstruction,B
15531,2,4100,0.916748046875,Accuracy,Reconstruction,B
15535,2,4150,0.917724609375,Accuracy,Reconstruction,B
15539,2,4200,0.918701171875,Accuracy,Reconstruction,B
15543,2,4250,0.92529296875,Accuracy,Reconstruction,B
15547,2,4300,0.919189453125,Accuracy,Reconstruction,B
15551,2,4350,0.9169921875,Accuracy,Reconstruction,B
15555,2,4400,0.923095703125,Accuracy,Reconstruction,B
15559,2,4450,0.9169921875,Accuracy,Reconstruction,B
15563,2,4500,0.908203125,Accuracy,Reconstruction,B
15567,2,4550,0.917236328125,Accuracy,Reconstruction,B
15571,2,4600,0.91455078125,Accuracy,Reconstruction,B
15575,2,4650,0.914306640625,Accuracy,Reconstruction,B
15579,2,4700,0.913818359375,Accuracy,Reconstruction,B
15583,2,4750,0.927734375,Accuracy,Reconstruction,B
15587,2,4800,0.915283203125,Accuracy,Reconstruction,B
15591,2,4850,0.915771484375,Accuracy,Reconstruction,B
15595,2,4900,0.923095703125,Accuracy,Reconstruction,B
15599,2,4950,0.923095703125,Accuracy,Reconstruction,B
15603,2,0,0.10400390625,Accuracy,Reconstruction,C
15607,2,50,0.64453125,Accuracy,Reconstruction,C
15611,2,100,0.82177734375,Accuracy,Reconstruction,C
15615,2,150,0.861083984375,Accuracy,Reconstruction,C
15619,2,200,0.865478515625,Accuracy,Reconstruction,C
15623,2,250,0.877197265625,Accuracy,Reconstruction,C
15627,2,300,0.87255859375,Accuracy,Reconstruction,C
15631,2,350,0.886962890625,Accuracy,Reconstruction,C
15635,2,400,0.888916015625,Accuracy,Reconstruction,C
15639,2,450,0.887451171875,Accuracy,Reconstruction,C
15643,2,500,0.895263671875,Accuracy,Reconstruction,C
15647,2,550,0.88427734375,Accuracy,Reconstruction,C
15651,2,600,0.88525390625,Accuracy,Reconstruction,C
