,Rank,Step,Value,Metric,Type,Agent
22035,2,400,0.8994140625,Accuracy,Reconstruction,C
22039,2,450,0.888671875,Accuracy,Reconstruction,C
22043,2,500,0.897705078125,Accuracy,Reconstruction,C
22047,2,550,0.893798828125,Accuracy,Reconstruction,C
22051,2,600,0.89697265625,Accuracy,Reconstruction,C
22055,2,650,0.89697265625,Accuracy,Reconstruction,C
22059,2,700,0.8974609375,Accuracy,Reconstruction,C
22063,2,750,0.902587890625,Accuracy,Reconstruction,C
22067,2,800,0.90185546875,Accuracy,Reconstruction,C
22071,2,850,0.90478515625,Accuracy,Reconstruction,C
22075,2,900,0.907470703125,Accuracy,Reconstruction,C
22079,2,950,0.9189453125,Accuracy,Reconstruction,C
22083,2,1000,0.905029296875,Accuracy,Reconstruction,C
22087,2,1050,0.911865234375,Accuracy,Reconstruction,C
22091,2,1100,0.904296875,Accuracy,Reconstruction,C
22095,2,1150,0.91748046875,Accuracy,Reconstruction,C
22099,2,1200,0.904296875,Accuracy,Reconstruction,C
22103,2,1250,0.910888671875,Accuracy,Reconstruction,C
22107,2,1300,0.8984375,Accuracy,Reconstruction,C
22111,2,1350,0.903076171875,Accuracy,Reconstruction,C
22115,2,1400,0.912109375,Accuracy,Reconstruction,C
22119,2,1450,0.913330078125,Accuracy,Reconstruction,C
22123,2,1500,0.908203125,Accuracy,Reconstruction,C
22127,2,1550,0.914306640625,Accuracy,Reconstruction,C
22131,2,1600,0.91845703125,Accuracy,Reconstruction,C
22135,2,1650,0.924560546875,Accuracy,Reconstruction,C
22139,2,1700,0.91259765625,Accuracy,Reconstruction,C
22143,2,1750,0.910400390625,Accuracy,Reconstruction,C
22147,2,1800,0.923095703125,Accuracy,Reconstruction,C
22151,2,1850,0.9189453125,Accuracy,Reconstruction,C
22155,2,1900,0.912841796875,Accuracy,Reconstruction,C
22159,2,1950,0.908447265625,Accuracy,Reconstruction,C
22163,2,2000,0.908935546875,Accuracy,Reconstruction,C
22167,2,2050,0.916259765625,Accuracy,Reconstruction,C
22171,2,2100,0.92578125,Accuracy,Reconstruction,C
22175,2,2150,0.90625,Accuracy,Reconstruction,C
22179,2,2200,0.920166015625,Accuracy,Reconstruction,C
22183,2,2250,0.92236328125,Accuracy,Reconstruction,C
22187,2,2300,0.9150390625,Accuracy,Reconstruction,C
22191,2,2350,0.915771484375,Accuracy,Reconstruction,C
22195,2,2400,0.91650390625,Accuracy,Reconstruction,C
22199,2,2450,0.911376953125,Accuracy,Reconstruction,C
22203,2,2500,0.913818359375,Accuracy,Reconstruction,C
22207,2,2550,0.918701171875,Accuracy,Reconstruction,C
22211,2,2600,0.92138671875,Accuracy,Reconstruction,C
22215,2,2650,0.917236328125,Accuracy,Reconstruction,C
22219,2,2700,0.9189453125,Accuracy,Reconstruction,C
22223,2,2750,0.918212890625,Accuracy,Reconstruction,C
22227,2,2800,0.916748046875,Accuracy,Reconstruction,C
22231,2,2850,0.92138671875,Accuracy,Reconstruction,C
22235,2,2900,0.922607421875,Accuracy,Reconstruction,C
22239,2,2950,0.9208984375,Accuracy,Reconstruction,C
22243,2,3000,0.926513671875,Accuracy,Reconstruction,C
22247,2,3050,0.9208984375,Accuracy,Reconstruction,C
22251,2,3100,0.92236328125,Accuracy,Reconstruction,C
22255,2,3150,0.92138671875,Accuracy,Reconstruction,C
22259,2,3200,0.917236328125,Accuracy,Reconstruction,C
22263,2,3250,0.919921875,Accuracy,Reconstruction,C
22267,2,3300,0.919921875,Accuracy,Reconstruction,C
22271,2,3350,0.925537109375,Accuracy,Reconstruction,C
22275,2,3400,0.923828125,Accuracy,Reconstruction,C
22279,2,3450,0.921875,Accuracy,Reconstruction,C
22283,2,3500,0.921142578125,Accuracy,Reconstruction,C
22287,2,3550,0.922119140625,Accuracy,Reconstruction,C
22291,2,3600,0.92041015625,Accuracy,Reconstruction,C
22295,2,3650,0.923828125,Accuracy,Reconstruction,C
22299,2,3700,0.916015625,Accuracy,Reconstruction,C
22303,2,3750,0.92578125,Accuracy,Reconstruction,C
22307,2,3800,0.92333984375,Accuracy,Reconstruction,C
22311,2,3850,0.92041015625,Accuracy,Reconstruction,C
22315,2,3900,0.924072265625,Accuracy,Reconstruction,C
22319,2,3950,0.927490234375,Accuracy,Reconstruction,C
22323,2,4000,0.9140625,Accuracy,Reconstruction,C
22327,2,4050,0.921142578125,Accuracy,Reconstruction,C
22331,2,4100,0.92626953125,Accuracy,Reconstruction,C
22335,2,4150,0.9208984375,Accuracy,Reconstruction,C
22339,2,4200,0.919677734375,Accuracy,Reconstruction,C
22343,2,4250,0.930908203125,Accuracy,Reconstruction,C
22347,2,4300,0.92236328125,Accuracy,Reconstruction,C
22351,2,4350,0.92431640625,Accuracy,Reconstruction,C
22355,2,4400,0.9267578125,Accuracy,Reconstruction,C
22359,2,4450,0.9228515625,Accuracy,Reconstruction,C
22363,2,4500,0.92529296875,Accuracy,Reconstruction,C
22367,2,4550,0.922607421875,Accuracy,Reconstruction,C
22371,2,4600,0.911376953125,Accuracy,Reconstruction,C
22375,2,4650,0.92529296875,Accuracy,Reconstruction,C
22379,2,4700,0.9169921875,Accuracy,Reconstruction,C
22383,2,4750,0.91845703125,Accuracy,Reconstruction,C
22387,2,4800,0.917236328125,Accuracy,Reconstruction,C
22391,2,4850,0.927001953125,Accuracy,Reconstruction,C
22395,2,4900,0.92431640625,Accuracy,Reconstruction,C
22399,2,4950,0.930419921875,Accuracy,Reconstruction,C
22403,1,0,0.11865234375,Accuracy,Reconstruction,baseline
22407,1,50,0.730224609375,Accuracy,Reconstruction,baseline
22411,1,100,0.8681640625,Accuracy,Reconstruction,baseline
22415,1,150,0.896240234375,Accuracy,Reconstruction,baseline
22419,1,200,0.9052734375,Accuracy,Reconstruction,baseline
22423,1,250,0.906494140625,Accuracy,Reconstruction,baseline
22427,1,300,0.919189453125,Accuracy,Reconstruction,baseline
22431,1,350,0.926513671875,Accuracy,Reconstruction,baseline
22435,1,400,0.924560546875,Accuracy,Reconstruction,baseline
22439,1,450,0.932373046875,Accuracy,Reconstruction,baseline
22443,1,500,0.93603515625,Accuracy,Reconstruction,baseline
22447,1,550,0.942626953125,Accuracy,Reconstruction,baseline
22451,1,600,0.94091796875,Accuracy,Reconstruction,baseline
22455,1,650,0.947509765625,Accuracy,Reconstruction,baseline
22459,1,700,0.951904296875,Accuracy,Reconstruction,baseline
22463,1,750,0.9482421875,Accuracy,Reconstruction,baseline
22467,1,800,0.952392578125,Accuracy,Reconstruction,baseline
22471,1,850,0.95263671875,Accuracy,Reconstruction,baseline
22475,1,900,0.960205078125,Accuracy,Reconstruction,baseline
22479,1,950,0.95947265625,Accuracy,Reconstruction,baseline
22483,1,1000,0.96337890625,Accuracy,Reconstruction,baseline
22487,1,1050,0.9580078125,Accuracy,Reconstruction,baseline
22491,1,1100,0.96630859375,Accuracy,Reconstruction,baseline
22495,1,1150,0.96240234375,Accuracy,Reconstruction,baseline
22499,1,1200,0.96142578125,Accuracy,Reconstruction,baseline
22503,1,1250,0.962158203125,Accuracy,Reconstruction,baseline
22507,1,1300,0.962158203125,Accuracy,Reconstruction,baseline
22511,1,1350,0.96337890625,Accuracy,Reconstruction,baseline
22515,1,1400,0.968994140625,Accuracy,Reconstruction,baseline
22519,1,1450,0.967529296875,Accuracy,Reconstruction,baseline
22523,1,1500,0.97021484375,Accuracy,Reconstruction,baseline
22527,1,1550,0.96630859375,Accuracy,Reconstruction,baseline
22531,1,1600,0.9677734375,Accuracy,Reconstruction,baseline
22535,1,1650,0.966796875,Accuracy,Reconstruction,baseline
22539,1,1700,0.964111328125,Accuracy,Reconstruction,baseline
22543,1,1750,0.973388671875,Accuracy,Reconstruction,baseline
22547,1,1800,0.967041015625,Accuracy,Reconstruction,baseline
22551,1,1850,0.9619140625,Accuracy,Reconstruction,baseline
22555,1,1900,0.96923828125,Accuracy,Reconstruction,baseline
22559,1,1950,0.969482421875,Accuracy,Reconstruction,baseline
22563,1,2000,0.966064453125,Accuracy,Reconstruction,baseline
22567,1,2050,0.967529296875,Accuracy,Reconstruction,baseline
22571,1,2100,0.9697265625,Accuracy,Reconstruction,baseline
22575,1,2150,0.9736328125,Accuracy,Reconstruction,baseline
22579,1,2200,0.970703125,Accuracy,Reconstruction,baseline
22583,1,2250,0.96826171875,Accuracy,Reconstruction,baseline
22587,1,2300,0.96826171875,Accuracy,Reconstruction,baseline
22591,1,2350,0.97509765625,Accuracy,Reconstruction,baseline
22595,1,2400,0.974609375,Accuracy,Reconstruction,baseline
22599,1,2450,0.9736328125,Accuracy,Reconstruction,baseline
22603,1,2500,0.97705078125,Accuracy,Reconstruction,baseline
22607,1,2550,0.971435546875,Accuracy,Reconstruction,baseline
22611,1,2600,0.97607421875,Accuracy,Reconstruction,baseline
22615,1,2650,0.9736328125,Accuracy,Reconstruction,baseline
22619,1,2700,0.973876953125,Accuracy,Reconstruction,baseline
22623,1,2750,0.975830078125,Accuracy,Reconstruction,baseline
22627,1,2800,0.974853515625,Accuracy,Reconstruction,baseline
22631,1,2850,0.979736328125,Accuracy,Reconstruction,baseline
22635,1,2900,0.97412109375,Accuracy,Reconstruction,baseline
22639,1,2950,0.97705078125,Accuracy,Reconstruction,baseline
22643,1,3000,0.974609375,Accuracy,Reconstruction,baseline
22647,1,3050,0.9765625,Accuracy,Reconstruction,baseline
22651,1,3100,0.9755859375,Accuracy,Reconstruction,baseline
22655,1,3150,0.97607421875,Accuracy,Reconstruction,baseline
22659,1,3200,0.974853515625,Accuracy,Reconstruction,baseline
22663,1,3250,0.978271484375,Accuracy,Reconstruction,baseline
22667,1,3300,0.978759765625,Accuracy,Reconstruction,baseline
22671,1,3350,0.974609375,Accuracy,Reconstruction,baseline
22675,1,3400,0.978271484375,Accuracy,Reconstruction,baseline
22679,1,3450,0.978515625,Accuracy,Reconstruction,baseline
22683,1,3500,0.977294921875,Accuracy,Reconstruction,baseline
22687,1,3550,0.974609375,Accuracy,Reconstruction,baseline
22691,1,3600,0.97802734375,Accuracy,Reconstruction,baseline
22695,1,3650,0.9814453125,Accuracy,Reconstruction,baseline
22699,1,3700,0.978271484375,Accuracy,Reconstruction,baseline
22703,1,3750,0.97705078125,Accuracy,Reconstruction,baseline
22707,1,3800,0.9794921875,Accuracy,Reconstruction,baseline
22711,1,3850,0.97802734375,Accuracy,Reconstruction,baseline
22715,1,3900,0.979736328125,Accuracy,Reconstruction,baseline
22719,1,3950,0.97802734375,Accuracy,Reconstruction,baseline
22723,1,4000,0.978515625,Accuracy,Reconstruction,baseline
22727,1,4050,0.982666015625,Accuracy,Reconstruction,baseline
22731,1,4100,0.978759765625,Accuracy,Reconstruction,baseline
22735,1,4150,0.97802734375,Accuracy,Reconstruction,baseline
22739,1,4200,0.97802734375,Accuracy,Reconstruction,baseline
22743,1,4250,0.979736328125,Accuracy,Reconstruction,baseline
22747,1,4300,0.98291015625,Accuracy,Reconstruction,baseline
22751,1,4350,0.98388671875,Accuracy,Reconstruction,baseline
22755,1,4400,0.9814453125,Accuracy,Reconstruction,baseline
22759,1,4450,0.979736328125,Accuracy,Reconstruction,baseline
22763,1,4500,0.982421875,Accuracy,Reconstruction,baseline
22767,1,4550,0.978515625,Accuracy,Reconstruction,baseline
22771,1,4600,0.983642578125,Accuracy,Reconstruction,baseline
22775,1,4650,0.981201171875,Accuracy,Reconstruction,baseline
22779,1,4700,0.977294921875,Accuracy,Reconstruction,baseline
22783,1,4750,0.980712890625,Accuracy,Reconstruction,baseline
22787,1,4800,0.983154296875,Accuracy,Reconstruction,baseline
22791,1,4850,0.984130859375,Accuracy,Reconstruction,baseline
22795,1,4900,0.985595703125,Accuracy,Reconstruction,baseline
22799,1,4950,0.982421875,Accuracy,Reconstruction,baseline
22803,1,0,0.14892578125,Accuracy,Reconstruction,A
22807,1,50,0.7060546875,Accuracy,Reconstruction,A
22811,1,100,0.81640625,Accuracy,Reconstruction,A
22815,1,150,0.842041015625,Accuracy,Reconstruction,A
22819,1,200,0.846435546875,Accuracy,Reconstruction,A
22823,1,250,0.849365234375,Accuracy,Reconstruction,A
22827,1,300,0.860107421875,Accuracy,Reconstruction,A
22831,1,350,0.853759765625,Accuracy,Reconstruction,A
22835,1,400,0.866943359375,Accuracy,Reconstruction,A
22839,1,450,0.86279296875,Accuracy,Reconstruction,A
22843,1,500,0.880126953125,Accuracy,Reconstruction,A
22847,1,550,0.871826171875,Accuracy,Reconstruction,A
22851,1,600,0.871337890625,Accuracy,Reconstruction,A
22855,1,650,0.869140625,Accuracy,Reconstruction,A
22859,1,700,0.8701171875,Accuracy,Reconstruction,A
22863,1,750,0.8798828125,Accuracy,Reconstruction,A
22867,1,800,0.87841796875,Accuracy,Reconstruction,A
22871,1,850,0.879638671875,Accuracy,Reconstruction,A
22875,1,900,0.877685546875,Accuracy,Reconstruction,A
22879,1,950,0.884033203125,Accuracy,Reconstruction,A
22883,1,1000,0.879638671875,Accuracy,Reconstruction,A
22887,1,1050,0.884521484375,Accuracy,Reconstruction,A
22891,1,1100,0.885498046875,Accuracy,Reconstruction,A
22895,1,1150,0.8896484375,Accuracy,Reconstruction,A
22899,1,1200,0.89111328125,Accuracy,Reconstruction,A
22903,1,1250,0.885986328125,Accuracy,Reconstruction,A
22907,1,1300,0.890625,Accuracy,Reconstruction,A
22911,1,1350,0.88671875,Accuracy,Reconstruction,A
22915,1,1400,0.888916015625,Accuracy,Reconstruction,A
22919,1,1450,0.88623046875,Accuracy,Reconstruction,A
22923,1,1500,0.885009765625,Accuracy,Reconstruction,A
22927,1,1550,0.896240234375,Accuracy,Reconstruction,A
22931,1,1600,0.890869140625,Accuracy,Reconstruction,A
22935,1,1650,0.890625,Accuracy,Reconstruction,A
22939,1,1700,0.88427734375,Accuracy,Reconstruction,A
22943,1,1750,0.888427734375,Accuracy,Reconstruction,A
22947,1,1800,0.888427734375,Accuracy,Reconstruction,A
22951,1,1850,0.890380859375,Accuracy,Reconstruction,A
22955,1,1900,0.8876953125,Accuracy,Reconstruction,A
22959,1,1950,0.892333984375,Accuracy,Reconstruction,A
22963,1,2000,0.892333984375,Accuracy,Reconstruction,A
22967,1,2050,0.88720703125,Accuracy,Reconstruction,A
22971,1,2100,0.886474609375,Accuracy,Reconstruction,A
22975,1,2150,0.89794921875,Accuracy,Reconstruction,A
22979,1,2200,0.906005859375,Accuracy,Reconstruction,A
22983,1,2250,0.8876953125,Accuracy,Reconstruction,A
22987,1,2300,0.89111328125,Accuracy,Reconstruction,A
22991,1,2350,0.90380859375,Accuracy,Reconstruction,A
22995,1,2400,0.901123046875,Accuracy,Reconstruction,A
22999,1,2450,0.891845703125,Accuracy,Reconstruction,A
23003,1,2500,0.895751953125,Accuracy,Reconstruction,A
23007,1,2550,0.89453125,Accuracy,Reconstruction,A
23011,1,2600,0.89306640625,Accuracy,Reconstruction,A
23015,1,2650,0.89599609375,Accuracy,Reconstruction,A
23019,1,2700,0.887451171875,Accuracy,Reconstruction,A
23023,1,2750,0.901611328125,Accuracy,Reconstruction,A
23027,1,2800,0.894775390625,Accuracy,Reconstruction,A
23031,1,2850,0.901123046875,Accuracy,Reconstruction,A
23035,1,2900,0.901611328125,Accuracy,Reconstruction,A
23039,1,2950,0.890869140625,Accuracy,Reconstruction,A
23043,1,3000,0.891845703125,Accuracy,Reconstruction,A
23047,1,3050,0.90185546875,Accuracy,Reconstruction,A
23051,1,3100,0.901611328125,Accuracy,Reconstruction,A
23055,1,3150,0.90185546875,Accuracy,Reconstruction,A
23059,1,3200,0.903564453125,Accuracy,Reconstruction,A
23063,1,3250,0.89697265625,Accuracy,Reconstruction,A
23067,1,3300,0.90185546875,Accuracy,Reconstruction,A
23071,1,3350,0.903076171875,Accuracy,Reconstruction,A
23075,1,3400,0.90478515625,Accuracy,Reconstruction,A
23079,1,3450,0.8994140625,Accuracy,Reconstruction,A
23083,1,3500,0.894775390625,Accuracy,Reconstruction,A
23087,1,3550,0.89892578125,Accuracy,Reconstruction,A
23091,1,3600,0.902587890625,Accuracy,Reconstruction,A
23095,1,3650,0.89892578125,Accuracy,Reconstruction,A
23099,1,3700,0.888916015625,Accuracy,Reconstruction,A
23103,1,3750,0.90380859375,Accuracy,Reconstruction,A
23107,1,3800,0.89208984375,Accuracy,Reconstruction,A
23111,1,3850,0.897705078125,Accuracy,Reconstruction,A
23115,1,3900,0.898193359375,Accuracy,Reconstruction,A
23119,1,3950,0.895751953125,Accuracy,Reconstruction,A
23123,1,4000,0.903564453125,Accuracy,Reconstruction,A
23127,1,4050,0.906494140625,Accuracy,Reconstruction,A
23131,1,4100,0.9033203125,Accuracy,Reconstruction,A
23135,1,4150,0.90283203125,Accuracy,Reconstruction,A
23139,1,4200,0.901123046875,Accuracy,Reconstruction,A
23143,1,4250,0.89453125,Accuracy,Reconstruction,A
23147,1,4300,0.90625,Accuracy,Reconstruction,A
23151,1,4350,0.9033203125,Accuracy,Reconstruction,A
23155,1,4400,0.902587890625,Accuracy,Reconstruction,A
23159,1,4450,0.908447265625,Accuracy,Reconstruction,A
23163,1,4500,0.902099609375,Accuracy,Reconstruction,A
23167,1,4550,0.90234375,Accuracy,Reconstruction,A
23171,1,4600,0.8896484375,Accuracy,Reconstruction,A
23175,1,4650,0.903564453125,Accuracy,Reconstruction,A
23179,1,4700,0.90625,Accuracy,Reconstruction,A
23183,1,4750,0.903564453125,Accuracy,Reconstruction,A
23187,1,4800,0.916748046875,Accuracy,Reconstruction,A
23191,1,4850,0.912353515625,Accuracy,Reconstruction,A
23195,1,4900,0.904052734375,Accuracy,Reconstruction,A
23199,1,4950,0.90576171875,Accuracy,Reconstruction,A
23203,1,0,0.113037109375,Accuracy,Reconstruction,B
23207,1,50,0.558349609375,Accuracy,Reconstruction,B
23211,1,100,0.80224609375,Accuracy,Reconstruction,B
23215,1,150,0.83935546875,Accuracy,Reconstruction,B
23219,1,200,0.855224609375,Accuracy,Reconstruction,B
23223,1,250,0.863525390625,Accuracy,Reconstruction,B
23227,1,300,0.8740234375,Accuracy,Reconstruction,B
23231,1,350,0.860595703125,Accuracy,Reconstruction,B
23235,1,400,0.870849609375,Accuracy,Reconstruction,B
23239,1,450,0.86279296875,Accuracy,Reconstruction,B
23243,1,500,0.881591796875,Accuracy,Reconstruction,B
23247,1,550,0.878173828125,Accuracy,Reconstruction,B
23251,1,600,0.861572265625,Accuracy,Reconstruction,B
23255,1,650,0.878173828125,Accuracy,Reconstruction,B
23259,1,700,0.881591796875,Accuracy,Reconstruction,B
23263,1,750,0.8701171875,Accuracy,Reconstruction,B
23267,1,800,0.876220703125,Accuracy,Reconstruction,B
23271,1,850,0.88623046875,Accuracy,Reconstruction,B
23275,1,900,0.88671875,Accuracy,Reconstruction,B
23279,1,950,0.88232421875,Accuracy,Reconstruction,B
23283,1,1000,0.888427734375,Accuracy,Reconstruction,B
23287,1,1050,0.88720703125,Accuracy,Reconstruction,B
23291,1,1100,0.869384765625,Accuracy,Reconstruction,B
23295,1,1150,0.8935546875,Accuracy,Reconstruction,B
23299,1,1200,0.89013671875,Accuracy,Reconstruction,B
23303,1,1250,0.883056640625,Accuracy,Reconstruction,B
23307,1,1300,0.8876953125,Accuracy,Reconstruction,B
23311,1,1350,0.886962890625,Accuracy,Reconstruction,B
23315,1,1400,0.89208984375,Accuracy,Reconstruction,B
23319,1,1450,0.900146484375,Accuracy,Reconstruction,B
23323,1,1500,0.8896484375,Accuracy,Reconstruction,B
23327,1,1550,0.890380859375,Accuracy,Reconstruction,B
23331,1,1600,0.89306640625,Accuracy,Reconstruction,B
23335,1,1650,0.895263671875,Accuracy,Reconstruction,B
23339,1,1700,0.88720703125,Accuracy,Reconstruction,B
23343,1,1750,0.891845703125,Accuracy,Reconstruction,B
23347,1,1800,0.888916015625,Accuracy,Reconstruction,B
23351,1,1850,0.89111328125,Accuracy,Reconstruction,B
23355,1,1900,0.89111328125,Accuracy,Reconstruction,B
23359,1,1950,0.89306640625,Accuracy,Reconstruction,B
23363,1,2000,0.878173828125,Accuracy,Reconstruction,B
23367,1,2050,0.891845703125,Accuracy,Reconstruction,B
23371,1,2100,0.88623046875,Accuracy,Reconstruction,B
23375,1,2150,0.887451171875,Accuracy,Reconstruction,B
23379,1,2200,0.8896484375,Accuracy,Reconstruction,B
23383,1,2250,0.8935546875,Accuracy,Reconstruction,B
23387,1,2300,0.896728515625,Accuracy,Reconstruction,B
23391,1,2350,0.896484375,Accuracy,Reconstruction,B
23395,1,2400,0.893798828125,Accuracy,Reconstruction,B
23399,1,2450,0.89599609375,Accuracy,Reconstruction,B
23403,1,2500,0.897216796875,Accuracy,Reconstruction,B
23407,1,2550,0.900146484375,Accuracy,Reconstruction,B
23411,1,2600,0.885009765625,Accuracy,Reconstruction,B
23415,1,2650,0.89794921875,Accuracy,Reconstruction,B
23419,1,2700,0.898193359375,Accuracy,Reconstruction,B
23423,1,2750,0.8955078125,Accuracy,Reconstruction,B
23427,1,2800,0.90234375,Accuracy,Reconstruction,B
23431,1,2850,0.89794921875,Accuracy,Reconstruction,B
23435,1,2900,0.904052734375,Accuracy,Reconstruction,B
23439,1,2950,0.90234375,Accuracy,Reconstruction,B
23443,1,3000,0.894287109375,Accuracy,Reconstruction,B
23447,1,3050,0.8994140625,Accuracy,Reconstruction,B
23451,1,3100,0.908447265625,Accuracy,Reconstruction,B
23455,1,3150,0.8955078125,Accuracy,Reconstruction,B
23459,1,3200,0.897705078125,Accuracy,Reconstruction,B
23463,1,3250,0.892822265625,Accuracy,Reconstruction,B
23467,1,3300,0.8974609375,Accuracy,Reconstruction,B
23471,1,3350,0.90283203125,Accuracy,Reconstruction,B
23475,1,3400,0.904296875,Accuracy,Reconstruction,B
23479,1,3450,0.8994140625,Accuracy,Reconstruction,B
23483,1,3500,0.896484375,Accuracy,Reconstruction,B
23487,1,3550,0.901611328125,Accuracy,Reconstruction,B
23491,1,3600,0.90234375,Accuracy,Reconstruction,B
23495,1,3650,0.902099609375,Accuracy,Reconstruction,B
23499,1,3700,0.897705078125,Accuracy,Reconstruction,B
23503,1,3750,0.91162109375,Accuracy,Reconstruction,B
23507,1,3800,0.902587890625,Accuracy,Reconstruction,B
23511,1,3850,0.90478515625,Accuracy,Reconstruction,B
23515,1,3900,0.89990234375,Accuracy,Reconstruction,B
23519,1,3950,0.899658203125,Accuracy,Reconstruction,B
23523,1,4000,0.901611328125,Accuracy,Reconstruction,B
23527,1,4050,0.904541015625,Accuracy,Reconstruction,B
23531,1,4100,0.91259765625,Accuracy,Reconstruction,B
23535,1,4150,0.894775390625,Accuracy,Reconstruction,B
23539,1,4200,0.912353515625,Accuracy,Reconstruction,B
23543,1,4250,0.90576171875,Accuracy,Reconstruction,B
23547,1,4300,0.894287109375,Accuracy,Reconstruction,B
23551,1,4350,0.905029296875,Accuracy,Reconstruction,B
23555,1,4400,0.90478515625,Accuracy,Reconstruction,B
23559,1,4450,0.903076171875,Accuracy,Reconstruction,B
23563,1,4500,0.909423828125,Accuracy,Reconstruction,B
23567,1,4550,0.906982421875,Accuracy,Reconstruction,B
23571,1,4600,0.9140625,Accuracy,Reconstruction,B
23575,1,4650,0.913330078125,Accuracy,Reconstruction,B
23579,1,4700,0.8955078125,Accuracy,Reconstruction,B
23583,1,4750,0.905029296875,Accuracy,Reconstruction,B
23587,1,4800,0.902587890625,Accuracy,Reconstruction,B
23591,1,4850,0.904296875,Accuracy,Reconstruction,B
23595,1,4900,0.907958984375,Accuracy,Reconstruction,B
23599,1,4950,0.911376953125,Accuracy,Reconstruction,B
23603,1,0,0.095947265625,Accuracy,Reconstruction,C
23607,1,50,0.7451171875,Accuracy,Reconstruction,C
23611,1,100,0.814697265625,Accuracy,Reconstruction,C
23615,1,150,0.837890625,Accuracy,Reconstruction,C
23619,1,200,0.843994140625,Accuracy,Reconstruction,C
23623,1,250,0.861083984375,Accuracy,Reconstruction,C
23627,1,300,0.865234375,Accuracy,Reconstruction,C
23631,1,350,0.880615234375,Accuracy,Reconstruction,C
23635,1,400,0.86474609375,Accuracy,Reconstruction,C
23639,1,450,0.866943359375,Accuracy,Reconstruction,C
23643,1,500,0.877197265625,Accuracy,Reconstruction,C
23647,1,550,0.87744140625,Accuracy,Reconstruction,C
23651,1,600,0.8759765625,Accuracy,Reconstruction,C
23655,1,650,0.880859375,Accuracy,Reconstruction,C
23659,1,700,0.872802734375,Accuracy,Reconstruction,C
23663,1,750,0.870849609375,Accuracy,Reconstruction,C
23667,1,800,0.882568359375,Accuracy,Reconstruction,C
23671,1,850,0.875244140625,Accuracy,Reconstruction,C
23675,1,900,0.880859375,Accuracy,Reconstruction,C
23679,1,950,0.873046875,Accuracy,Reconstruction,C
23683,1,1000,0.885498046875,Accuracy,Reconstruction,C
23687,1,1050,0.873291015625,Accuracy,Reconstruction,C
23691,1,1100,0.884521484375,Accuracy,Reconstruction,C
23695,1,1150,0.891845703125,Accuracy,Reconstruction,C
23699,1,1200,0.888427734375,Accuracy,Reconstruction,C
23703,1,1250,0.880859375,Accuracy,Reconstruction,C
23707,1,1300,0.887451171875,Accuracy,Reconstruction,C
23711,1,1350,0.892822265625,Accuracy,Reconstruction,C
23715,1,1400,0.89453125,Accuracy,Reconstruction,C
23719,1,1450,0.8916015625,Accuracy,Reconstruction,C
23723,1,1500,0.894775390625,Accuracy,Reconstruction,C
23727,1,1550,0.8994140625,Accuracy,Reconstruction,C
23731,1,1600,0.8994140625,Accuracy,Reconstruction,C
23735,1,1650,0.8857421875,Accuracy,Reconstruction,C
23739,1,1700,0.8857421875,Accuracy,Reconstruction,C
23743,1,1750,0.888671875,Accuracy,Reconstruction,C
23747,1,1800,0.895751953125,Accuracy,Reconstruction,C
23751,1,1850,0.89208984375,Accuracy,Reconstruction,C
23755,1,1900,0.89599609375,Accuracy,Reconstruction,C
23759,1,1950,0.888916015625,Accuracy,Reconstruction,C
23763,1,2000,0.903076171875,Accuracy,Reconstruction,C
23767,1,2050,0.891845703125,Accuracy,Reconstruction,C
23771,1,2100,0.8935546875,Accuracy,Reconstruction,C
23775,1,2150,0.902099609375,Accuracy,Reconstruction,C
23779,1,2200,0.89990234375,Accuracy,Reconstruction,C
23783,1,2250,0.89501953125,Accuracy,Reconstruction,C
23787,1,2300,0.896240234375,Accuracy,Reconstruction,C
23791,1,2350,0.89990234375,Accuracy,Reconstruction,C
23795,1,2400,0.896484375,Accuracy,Reconstruction,C
23799,1,2450,0.900146484375,Accuracy,Reconstruction,C
23803,1,2500,0.8974609375,Accuracy,Reconstruction,C
23807,1,2550,0.89892578125,Accuracy,Reconstruction,C
23811,1,2600,0.8994140625,Accuracy,Reconstruction,C
23815,1,2650,0.895263671875,Accuracy,Reconstruction,C
23819,1,2700,0.899169921875,Accuracy,Reconstruction,C
23823,1,2750,0.89697265625,Accuracy,Reconstruction,C
23827,1,2800,0.90283203125,Accuracy,Reconstruction,C
23831,1,2850,0.900390625,Accuracy,Reconstruction,C
23835,1,2900,0.8974609375,Accuracy,Reconstruction,C
23839,1,2950,0.899169921875,Accuracy,Reconstruction,C
23843,1,3000,0.901123046875,Accuracy,Reconstruction,C
23847,1,3050,0.898681640625,Accuracy,Reconstruction,C
23851,1,3100,0.896240234375,Accuracy,Reconstruction,C
23855,1,3150,0.898681640625,Accuracy,Reconstruction,C
23859,1,3200,0.901611328125,Accuracy,Reconstruction,C
23863,1,3250,0.9091796875,Accuracy,Reconstruction,C
23867,1,3300,0.899658203125,Accuracy,Reconstruction,C
23871,1,3350,0.902099609375,Accuracy,Reconstruction,C
23875,1,3400,0.906982421875,Accuracy,Reconstruction,C
23879,1,3450,0.898193359375,Accuracy,Reconstruction,C
23883,1,3500,0.906005859375,Accuracy,Reconstruction,C
23887,1,3550,0.89990234375,Accuracy,Reconstruction,C
